Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,17,1720
Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,40,30,2009
Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,30,2009
Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,29,2009
Nissan,Sentra,2017,regular unleaded,124,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,29,2009
Kia,Sephia,2000,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,26,20,1720
Kia,Sephia,2000,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,26,20,1720
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031
Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031
Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031
Dodge,Shadow,1992,regular unleaded,152,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,24,18,1851
Dodge,Shadow,1992,regular unleaded,93,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,23,1851
Dodge,Shadow,1993,regular unleaded,93,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,23,1851
Dodge,Shadow,1993,regular unleaded,93,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,23,1851
Ford,Shelby GT350,2015,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657
Ford,Shelby GT350,2015,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657
Ford,Shelby GT500,2014,premium unleaded (required),662,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Midsize,Convertible,24,15,5657
Suzuki,Sidekick,1996,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481
Suzuki,Sidekick,1997,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,19,481
Suzuki,Sidekick,1997,regular unleaded,95,4,MANUAL,rear wheel drive,2,N/A,Compact,Convertible SUV,24,21,481
Suzuki,Sidekick,1998,regular unleaded,95,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,24,20,481
Suzuki,Sidekick,1998,regular unleaded,95,4,MANUAL,rear wheel drive,2,N/A,Compact,Convertible SUV,24,21,481
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031
GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,17,13,549
GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,19,14,549
GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,14,549
GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,14,549
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,19,14,549
GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,14,549
GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549
GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,14,549
GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,14,549
GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Hybrid,Large,Crew Cab Pickup,23,20,549
GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Hybrid,Large,Crew Cab Pickup,23,20,549
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,549
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,549
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,549
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,549
GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16,549
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,549
GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,23,16,549
GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,22,16,549
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,549
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549
GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,23,16,549
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,549
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549
GMC,Sierra 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16,549
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,549
GMC,Sierra 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16,549
GMC,Sierra 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,20,15,549
GMC,Sierra 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16,549
GMC,Sierra 1500HD,2006,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,16,13,549
GMC,Sierra 1500HD,2006,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,18,13,549
Oldsmobile,Silhouette,2002,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,26
Oldsmobile,Silhouette,2002,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,17,26
Oldsmobile,Silhouette,2004,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,17,26
Oldsmobile,Silhouette,2004,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,17,26
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,18,13,1385
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,19,14,1385
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,20,14,1385
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,19,15,1385
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,1385
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,1385
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,19,14,1385
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,19,14,1385
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,14,1385
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,18,14,1385
Chevrolet,Silverado 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Hybrid,Large,Crew Cab Pickup,23,20,1385
Chevrolet,Silverado 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Hybrid,Large,Crew Cab Pickup,23,20,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385
Chevrolet,Silverado 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,23,16,1385
Chevrolet,Silverado 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,23,16,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,23,16,1385
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,1385
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16,1385
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16,1385
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16,1385
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,22,16,1385
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,20,15,1385
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,22,16,1385
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,22,16,1385
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,15,1385
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16,1385
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17,1385
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,1385
Buick,Skylark,1998,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,19,155
Mercedes-Benz,SL-Class,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,20,617
Mercedes-Benz,SL-Class,2017,premium unleaded (required),577,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,25,16,617
Mercedes-Benz,SL-Class,2017,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14,617
Mercedes-Benz,SLK-Class,2015,premium unleaded (required),415,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19,617
Mercedes-Benz,SLK-Class,2016,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,21,617
Mercedes-Benz,SLS AMG GT,2013,premium unleaded (required),583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13,617
Mercedes-Benz,SLS AMG GT,2014,premium unleaded (required),622,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,17,13,617
Acura,SLX,1999,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,204
Pontiac,Solstice,2007,regular unleaded,177,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,26,17,210
Pontiac,Solstice,2009,premium unleaded (recommended),173,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,19,210
Pontiac,Solstice,2009,premium unleaded (recommended),260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19,210
Hyundai,Sonata,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24,1439
Hyundai,Sonata,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24,1439
Hyundai,Sonata,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,1439
Hyundai,Sonata,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24,1439
Hyundai,Sonata,2016,regular unleaded,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,38,28,1439
Hyundai,Sonata,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25,1439
Hyundai,Sonata,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25,1439
Hyundai,Sonata,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25,1439
Chevrolet,Sonic,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,33,25,1385
Chevrolet,Sonic,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,1385
Chevrolet,Sonic,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,1385
Chevrolet,Sonic,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,26,1385
Chevrolet,Sonic,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,33,25,1385
Chevrolet,Sonic,2016,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,26,1385
Chevrolet,Sonic,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,34,24,1385
Chevrolet,Sonic,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,27,1385
GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,MANUAL,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,25,19,549
GMC,Sonoma,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,18,14,549
GMC,Sonoma,2003,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,549
GMC,Sonoma,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,N/A,Compact,Extended Cab Pickup,17,12,549
Kia,Sorento,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1720
Kia,Sorento,2015,regular unleaded,191,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1720
Kia,Sorento,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,21,1720
Kia,Sorento,2016,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,1720
Kia,Sorento,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1720
Kia,Sorento,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1720
Kia,Sorento,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,21,1720
Kia,Sorento,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1720
Kia,Soul,2014,regular unleaded,130,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,30,24,1720
Kia,Soul,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,30,24,1720
Chevrolet,Spark EV,2014,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128,1385
Chevrolet,Spark EV,2015,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128,1385
Chevrolet,Spark,2015,regular unleaded,84,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,30,1385
Chevrolet,Spark,2016,regular unleaded,98,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,30,1385
Chevrolet,Spark,2017,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,30,1385
Chevrolet,Spark,2017,regular unleaded,98,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,29,1385
Kia,Spectra,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,32,24,1720
Kia,Spectra,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,32,24,1720
Kia,Spectra,2009,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,32,24,1720
Kia,Spectra,2009,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,30,23,1720
Kia,Sportage,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,21,1720
Kia,Sportage,2015,regular unleaded,260,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,20,1720
Kia,Sportage,2016,regular unleaded,260,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,20,1720
Kia,Sportage,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,19,1720
Chevrolet,Sportvan,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Van,16,11,1385
Chevrolet,Sportvan,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Van,16,11,1385
Maserati,Spyder,2005,premium unleaded (required),385,8,MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Convertible,15,10,238
Maserati,Spyder,2005,premium unleaded (required),385,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Convertible,16,11,238
Dodge,SRT Viper,2014,premium unleaded (required),640,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,19,12,1851
Dodge,SRT Viper,2014,premium unleaded (required),640,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,19,12,1851
Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,1624
Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624
Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,1624
Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624
Nissan,Stanza,1990,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,26,19,2009
Nissan,Stanza,1991,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,26,19,2009
Dodge,Stealth,1995,regular unleaded,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851
Dodge,Stealth,1995,regular unleaded,320,6,MANUAL,all wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,22,16,1851
Dodge,Stratus,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,19,1851
Dodge,Stratus,2004,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,20,1851
Dodge,Stratus,2005,regular unleaded,147,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,29,21,1851
Dodge,Stratus,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,25,19,1851
Cadillac,STS,2010,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,27,18,1624
Cadillac,STS,2010,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,27,18,1624
Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,15,1385
Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,1385
